"Notes"	"County of Residence"	"County of Residence Code"	"Number of Prenatal Visits"	"Number of Prenatal Visits Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Education"	"Mother's Education Code"	"NICU Admission"	"NICU Admission Code"	Births	% of Total Births	Average Age of Mother (years)	Average OE Gestational Age (weeks)	Average Birth Weight (grams)	Average Pre-pregnancy BMI	Average Number of Prenatal Visits	Average Interval Since Last Live Birth (months)
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	21	0.01%	31.52	39.19	3688.10	31.10	10.00	38.72
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	68	0.02%	31.97	38.53	3436.96	28.93	10.00	38.30
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	41	0.01%	31.78	38.59	3362.73	26.95	10.00	41.50
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	36.62	38.85	3259.38	29.28	10.00	83.22
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	21	0.01%	36.52	37.81	3233.19	31.30	10.00	69.79
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	12	0.00%	37.50	38.50	3527.08	29.62	10.00	69.80
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	23	0.01%	36.61	38.35	3337.83	27.53	10.00	48.94
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	13	0.00%	36.46	38.38	3356.38	24.99	10.00	54.88
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	12	0.00%	16.75	38.92	3364.58	24.68	11.00	26.80
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	18.68	38.74	3110.79	24.25	11.00	16.00
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	26	0.01%	21.69	38.77	3353.15	26.62	11.00	24.07
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	98	0.03%	22.13	38.55	3284.88	27.67	11.00	32.95
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	52	0.02%	22.75	38.56	3440.71	29.10	11.00	38.57
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	31	0.01%	26.94	38.87	3322.87	26.24	11.00	46.00
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	99	0.03%	27.05	38.46	3376.94	29.55	11.00	40.63
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	70	0.02%	26.91	38.67	3325.14	30.04	11.00	46.39
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	37	0.01%	27.35	38.68	3511.84	28.48	11.00	44.32
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	61	0.02%	27.25	38.64	3470.38	26.94	11.00	38.82
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	21	0.01%	28.38	38.52	3517.29	26.49	11.00	23.36
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	21	0.01%	31.57	38.95	3402.67	27.90	11.00	61.17
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	60	0.02%	31.55	38.02	3201.03	30.58	11.00	63.18
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	57	0.02%	32.04	38.33	3292.89	29.79	11.00	64.29
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	31	0.01%	31.29	38.35	3447.03	29.11	11.00	42.74
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	53	0.02%	32.21	38.74	3429.04	26.79	11.00	44.71
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	28	0.01%	32.00	38.50	3431.43	28.55	11.00	39.00
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	27	0.01%	36.41	37.89	3275.11	29.20	11.00	79.40
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	25	0.01%	36.76	38.04	3434.88	31.07	11.00	79.05
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	36.60	38.90	3513.50	27.20	11.00	65.89
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	35	0.01%	36.17	38.31	3295.83	27.11	11.00	64.07
	"Washington County, MD"	"24043"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	24	0.01%	35.96	38.08	3326.92	26.20	11.00	47.88
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	20	0.01%	17.45	39.00	3308.60	23.22	12.00	20.67
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	18.68	39.00	3429.37	26.09	12.00	17.67
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	22	0.01%	22.18	39.23	3457.00	23.77	12.00	29.00
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	100	0.03%	22.02	38.87	3322.96	27.78	12.00	35.00
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	45	0.01%	22.60	38.80	3321.82	28.17	12.00	23.73
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	14	0.00%	23.07	39.14	3544.29	31.06	12.00	30.00
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	10	0.00%	23.10	39.20	3424.50	22.95	12.00	Not Applicable
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	16	0.00%	27.25	39.00	3217.56	31.77	12.00	51.69
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	83	0.02%	26.48	38.48	3292.60	28.56	12.00	45.47
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	78	0.02%	27.01	38.50	3299.01	29.43	12.00	47.50
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	35	0.01%	27.06	38.91	3387.97	27.89	12.00	39.47
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	79	0.02%	27.48	38.92	3352.76	26.80	12.00	30.76
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	17	0.00%	27.35	38.24	3327.35	28.01	12.00	29.38
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	18	0.01%	31.44	38.44	3329.78	27.76	12.00	74.27
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	54	0.02%	31.67	38.74	3389.22	27.67	12.00	70.41
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	61	0.02%	31.62	38.59	3449.97	30.64	12.00	57.49
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	43	0.01%	31.95	38.81	3355.14	28.96	12.00	49.50
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	71	0.02%	31.59	38.76	3453.10	27.35	12.00	38.40
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	39	0.01%	32.03	38.95	3590.44	27.96	12.00	40.79
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	20	0.01%	36.30	38.45	3402.05	29.12	12.00	85.00
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	22	0.01%	36.73	38.86	3333.05	28.40	12.00	66.28
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	36.50	39.30	3664.60	29.22	12.00	74.38
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	44	0.01%	36.50	38.91	3502.93	28.55	12.00	51.73
	"Washington County, MD"	"24043"	"12 prenatal visits"	"12"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	21	0.01%	36.57	38.10	3360.10	30.27	12.00	70.19
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	12	0.00%	17.25	39.33	3455.42	27.50	13.00	Not Applicable
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	12	0.00%	18.42	39.75	3371.67	23.08	13.00	Not Applicable
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	22	0.01%	21.86	38.82	3370.50	25.26	13.00	32.82
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	77	0.02%	22.19	39.21	3338.79	27.18	13.00	33.49
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	53	0.02%	22.38	39.02	3240.38	29.67	13.00	36.94
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	22.90	38.90	3330.50	25.29	13.00	47.00
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	13	0.00%	23.15	39.08	3422.62	26.02	13.00	21.00
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	13	0.00%	27.69	38.92	3588.08	32.75	13.00	58.08
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	70	0.02%	26.87	39.04	3491.01	29.84	13.00	49.06
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	76	0.02%	26.78	39.12	3442.67	29.11	13.00	48.23
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	40	0.01%	26.88	38.83	3387.50	28.94	13.00	42.36
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	47	0.01%	27.47	39.47	3456.60	28.03	13.00	32.63
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	19	0.01%	28.05	39.58	3595.05	26.83	13.00	36.83
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	10	0.00%	31.60	38.90	3382.40	26.24	13.00	63.00
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	50	0.01%	31.88	38.46	3309.52	29.61	13.00	60.37
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	57	0.02%	31.79	38.86	3364.30	29.96	13.00	61.95
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	33	0.01%	31.76	38.76	3539.39	30.91	13.00	53.36
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	66	0.02%	31.76	39.06	3431.42	26.93	13.00	40.81
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	40	0.01%	31.82	38.75	3448.25	25.58	13.00	39.15
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	36.37	38.79	3452.84	30.49	13.00	109.36
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	21	0.01%	37.00	38.67	3479.05	30.97	13.00	65.50
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	36.40	38.70	3518.50	32.11	13.00	87.00
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	26	0.01%	36.54	39.27	3306.96	28.97	13.00	43.40
	"Washington County, MD"	"24043"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	21	0.01%	36.67	38.38	3312.10	26.78	13.00	59.61
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	11	0.00%	17.27	38.73	3062.55	25.35	14.00	13.00
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	18.58	38.84	3252.16	27.90	14.00	14.00
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	73	0.02%	22.03	38.74	3346.64	29.41	14.00	31.14
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	36	0.01%	22.53	38.92	3404.72	27.47	14.00	45.85
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	13	0.00%	22.46	38.92	3275.00	28.32	14.00	83.00
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	54	0.02%	26.78	38.70	3378.57	29.00	14.00	43.11
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	64	0.02%	27.12	38.78	3432.34	28.17	14.00	57.46
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	24	0.01%	27.08	39.33	3652.04	25.85	14.00	37.67
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	42	0.01%	27.50	38.98	3474.40	29.23	14.00	40.69
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	19	0.01%	27.95	38.84	3429.47	27.64	14.00	29.80
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	27	0.01%	31.56	38.63	3482.89	29.20	14.00	56.29
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	26	0.01%	31.27	39.04	3514.65	29.55	14.00	57.35
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	21	0.01%	31.57	39.10	3492.86	28.27	14.00	67.71
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	45	0.01%	31.62	39.11	3474.16	27.37	14.00	43.26
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	22	0.01%	31.91	39.41	3608.00	29.03	14.00	41.20
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	22	0.01%	36.18	38.32	3291.00	29.50	14.00	82.50
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	14	0.00%	36.64	37.93	3276.43	30.76	14.00	103.00
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	22	0.01%	36.36	38.95	3404.95	30.25	14.00	50.12
	"Washington County, MD"	"24043"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	12	0.00%	37.08	38.83	3429.67	29.27	14.00	44.00
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	18.50	38.40	3408.00	33.25	15.00	45.00
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	51	0.01%	21.71	39.00	3416.57	28.97	15.00	34.82
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	29	0.01%	21.97	39.45	3554.97	28.02	15.00	28.14
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	51	0.01%	26.53	39.12	3534.47	29.86	15.00	60.33
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	30	0.01%	26.70	39.37	3690.80	27.89	15.00	44.11
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	20	0.01%	26.75	38.75	3379.25	30.38	15.00	47.45
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	26	0.01%	26.69	39.19	3472.40	27.04	15.00	31.62
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	32.42	39.00	3399.74	28.69	15.00	48.47
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	30	0.01%	31.63	38.80	3347.20	29.73	15.00	52.77
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	14	0.00%	31.36	39.43	3376.79	28.15	15.00	43.15
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	34	0.01%	31.65	39.35	3656.71	27.71	15.00	40.79
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	14	0.00%	32.07	39.43	3598.21	26.75	15.00	36.25
	"Washington County, MD"	"24043"	"15 prenatal visits"	"15"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	13	0.00%	36.15	39.46	3578.38	29.51	15.00	95.67
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	39	0.01%	21.85	38.62	3246.64	29.48	16.00	31.50
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	18	0.01%	22.83	38.72	3292.50	26.32	16.00	40.00
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	24	0.01%	27.17	39.04	3381.29	32.94	16.00	59.69
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	29	0.01%	26.76	39.28	3484.72	30.31	16.00	49.92
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	12	0.00%	31.67	38.67	3347.92	28.83	16.00	90.12
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	14	0.00%	31.36	38.21	3427.86	31.06	16.00	67.36
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	32.90	38.80	3365.00	33.31	16.00	48.14
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	13	0.00%	31.85	39.23	3507.69	29.45	16.00	35.50
	"Washington County, MD"	"24043"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	15	0.00%	32.27	38.93	3452.93	26.16	16.00	38.56
	"Washington County, MD"	"24043"	"17 prenatal visits"	"17"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	12	0.00%	18.17	38.58	3070.33	28.29	17.00	22.00
	"Washington County, MD"	"24043"	"17 prenatal visits"	"17"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	23	0.01%	22.52	38.57	3306.78	28.05	17.00	24.83
	"Washington County, MD"	"24043"	"17 prenatal visits"	"17"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	18	0.01%	27.00	38.83	3492.89	30.51	17.00	52.64
